rank_1based,id,name,network,symbol,private,created,proposalsCount,followersCount,cum_followers,cum_coverage,is_selected
1,stgdao.eth,Stargate DAO,1,veSTG,False,1646451490,155,921357,921357,0.21255743863484416,True
2,arbitrumfoundation.eth,Arbitrum DAO,42161,ARB,False,1679581634,399,323321,1244678,0.2871477262398186,True
3,opcollective.eth,Optimism Collective,10,OP,False,1652971367,93,203988,1448666,0.33420784169153234,True
4,aavedao.eth,Aave DAO,1,AAVE,False,1743692013,911,157156,1605822,0.37046379549239083,True
5,gitcoindao.eth,Gitcoin,1,GTC,False,1621966386,176,150429,1756251,0.40516782762803527,True
6,ens.eth,ENS,1,ENS,False,1619993265,89,142920,1899171,0.43813953037701525,True
7,uniswapgovernance.eth,Uniswap,1,UNI,False,1620456818,189,125093,2024264,0.46699853689799303,True
8,cakevote.eth,PancakeSwap,56,CAKEVOTE,False,1658912310,3733,111328,2135592,0.49268195226070255,True
9,magicappstore.eth,Magic Square,56,SQRv,False,1669135216,324,96385,2231977,0.5149180113809126,True
10,bitdao.eth,Mantle (prev. BitDAO),5000,MNT,False,1624962494,34,89026,2321003,0.5354563461761176,True
11,aavegotchi.eth,Aavegotchi,8453,GHST,False,1607347036,595,86235,2407238,0.5553507961240486,True
12,gmx.eth,GMX,42161,GMX,False,1635819265,67,75915,2483153,0.5728644178298197,True
13,starknet.eth, Starknet,1,STRK,False,1659447741,21,67093,2550246,0.588342800509202,True
14,g-dao.eth,G DAO,1,G,False,1662446680,47,66295,2616541,0.6036370842605567,True
15,bytedust.eth,ByteDAO,42161,BYTE,False,1656388617,35,65341,2681882,0.6187112798197584,True
16,sushigov.eth,Sushi,1,SUSHIPOWAH,False,1623288078,229,61175,2743057,0.6328243774664758,True
17,poh.eth,Proof Of Humanity,1,VOTE,False,1616365054,116,58906,2801963,0.6464140158804935,True
18,trustwallet,Trust Wallet,56,TWT,False,1620456815,19,47112,2849075,0.657282773646446,True
19,shellprotocol.eth,Shell Protocol,42161,veSHELL,False,1649284976,55,40018,2889093,0.6665149426963249,True
20,balancer.eth,Balancer,1,veBAL,False,1629284773,1041,36462,2925555,0.6749267410844673,True
21,apecoin.eth,ApeCoin DAO,1,APE,False,1647457750,327,36331,2961886,0.6833083177187605,True
22,snapshot.dcl.eth,Decentraland,1,VP,False,1620760753,2803,34553,2996439,0.6912797090221855,True
23,curve.eth,Curve Finance,1,CRV,False,1623154882,203,32956,3029395,0.6988826717691445,True
24,lido-snapshot.eth,Lido,1,LDO,False,1611991380,389,32500,3061895,0.7063804351286593,True
25,radiantcapital.eth,Radiant Capital,42161,RDNT,False,1658710528,55,28771,3090666,0.7130179166553239,True
26,banklessvault.eth,Bankless DAO,1,BANK,False,1620080430,84,28688,3119354,0.7196362500478704,True
27,vestafinance.eth,Vesta,42161,VSTA,False,1657058471,13,28149,3147503,0.7261302359188544,True
28,olympusdao.eth,OlympusDAO,1,OHM,False,1617325333,311,27194,3174697,0.7324039028972742,True
29,metislayer2.eth,Metis,1088,METIS,False,1648778068,292,26047,3200744,0.7384129565042059,True
30,speraxdao.eth,Sperax DAO,42161,veSPA,False,1657633884,73,25748,3226492,0.7443530306882301,True
31,quickvote.eth,QuickSwap,137,QUICK,False,1615337703,72,25495,3251987,0.7502347376682555,True
32,dydxgov.eth,dYdX,1,DYDX,False,1630394499,63,24173,3276160,0.7558114587048571,True
33,hop.eth,Hop,1,HOP,False,1655517046,61,22178,3298338,0.76092793242139,True
34,sismo.eth,Sismo,137,Voting Point,False,1634219556,12,20424,3318762,0.7656397576169202,True
35,dao.spaceid.eth,SPACE ID DAO,1,ID,False,1681784684,19,19641,3338403,0.7701709443905888,True
36,joegovernance.eth,Lets F***ing Joe (prev. TJ),43114,JOE,False,1671474993,27,19604,3358007,0.774693595249048,True
37,hakka.eth,Hakka Finance,1,HAKKA,False,1618581914,17,18714,3376721,0.7790109227416622,True
38,safe.eth,SafeDAO,1,SAFE,False,1650363744,54,17650,3394371,0.7830827849969063,True
39,swpr.eth,Swapr,42161,SWPR,False,1632902553,10,15377,3409748,0.7866302652178065,True
40,thegurudao.eth, Guru Network DAO,8453,seasonpass,False,1648664243,16,14888,3424636,0.7900649329376975,True
41,sandboxdao.eth,The Sandbox DAO,1,VP,False,1715002945,38,14149,3438785,0.7933291130538136,True
42,1inch.eth,1inch Network,1,UP,False,1623347457,93,13690,3452475,0.7964874016812523,True
43,xdaistake.eth,xDai Chain (Gnosis Chain),1,STAKE,False,1607701635,257,12389,3464864,0.7993455490738993,True
44,gnosis.eth,GnosisDAO,1,GNO,False,1614189788,243,12164,3477028,0.8021517888740575,True
45,younghwang.eth,Offshore DAO,1,CNHO,False,1638751341,20,12127,3489155,0.8049494927590062,True
46,whitelist1.eth,Whitelist,1,WHITELIST,False,1680646848,108,11137,3500292,0.8075188032370036,True
47,beefydao.eth,Beefy,1,BIFI,False,1639861911,119,11007,3511299,0.810058122661563,True
48,zkapedao.eth,zkApes DAO,1,VOTE,True,1683879435,51,10737,3522036,0.8125351529751356,True
49,badgerdao.eth,BadgerDAO,1,BADGER,False,1607194148,119,10552,3532588,0.8149695037126617,True
50,dackie.eth,DackieSwap,8453,iDACKIE,False,1722702279,13,10333,3542921,0.8173533310601653,True
51,theopendao.eth,OpenDAO,1,SOSVP,False,1640246481,27,9547,3552468,0.8195558278845742,True
52,alpacafinance.eth,Alpaca Finance,56,xALPACA,False,1614445477,49,9306,3561774,0.821702725909917,True
53,treasuregaming.eth,Treasure,42161,gMAGIC,False,1676771843,43,8738,3570512,0.8237185861017767,True
54,etherfi-dao.eth,ether.fi,1,ETHFI,True,1709869270,13,8622,3579134,0.8257076850459533,True
55,governance.qredo.eth,Open Custody Protocol (x Qredo),1,OPEN,False,1689761315,13,8465,3587599,0.827660564025593,True
56,qidao.eth,Qi Dao | Mai.Finance,1,aveQI,False,1621231997,248,8360,3595959,0.8295892194620712,True
57,paraswap-dao.eth,Velora DAO,1,VLR,False,1637689091,117,8190,3604149,0.831478655828669,True
58,decrypt-media.eth,Decrypt Media,1,GG,False,1621846392,16,8006,3612155,0.8333256433196312,True
59,bestfork.eth,Volta Club,1,Volta,False,1637238422,85,7894,3620049,0.8351467923645546,True
60,revotu.eth,Polygon,137,MATIC,False,1637744646,130,7892,3627941,0.8369674800086558,True
61,yokaiswap.eth,rabbithole.gg,137,RAB,False,1649582802,413,7748,3635689,0.8387549467935642,True
62,people-dao.eth,PeopleDAO,1,PEOPLE,False,1640420418,53,7666,3643355,0.8405234961447654,True
63,layer2dao.org,Layer2DAO,42161,xL2DAO,False,1648600959,21,7606,3650961,0.842278203471303,True
64,comp-vote.eth,Compound,1,COMP,False,1616537746,32,7293,3658254,0.843960701569178,True
65,cow.eth,CoW DAO,1,vCOW,False,1645015151,82,7239,3665493,0.8456307418448559,True
66,synapseprotocol.eth,Synapse Protocol,1,SYN,False,1632437474,49,7154,3672647,0.8472811725855933,True
67,loot-dao.eth,Loot Owners,1,LOOT,False,1630609611,22,6685,3679332,0.8488234048335427,True
68,shapeshiftdao.eth,ShapeShift,1,FOX,False,1626221433,238,6620,3685952,0.8503506415547731,True
69,klimadao.eth,Klima DAO,8453,KLIMA,False,1634751413,65,6606,3692558,0.8518746484702486,True
70,gearbox.eth,Gearbox,1,GEAR,False,1632333422,270,6500,3699058,0.8533742011421516,True
71,rfrmdao.eth,Reform DAO,1,eRFRM,False,1698663035,10,6468,3705526,0.8548663714009006,True
72,bitembassy.eth,BIT Embassy,1,BIT,False,1674361034,27,6463,3711989,0.8563573881575942,True
73,ethip.eth,MATIC,137,MATIC,False,1637483429,367,5832,3717821,0.8577028329549078,True
74,cvx.eth,Convex Finance,1,CVX,False,1623806620,1997,5648,3723469,0.8590058288765859,True
75,zkswapfinance.eth,zkSwap Finance,324,yZF,False,1697516573,21,5332,3728801,0.8602359234683684,True
76,pooltogether.eth,PoolTogether,1,POOL + PPOOL,False,1615484233,38,5226,3734027,0.8614415638165784,True
77,beets.eth,Beets,146,maBEETS,False,1635239873,206,5126,3739153,0.8626241341236822,True
78,doodles.eth,Doodles,1,DOODLE,False,1635138087,53,4982,3744135,0.863773483571593,True
79,zksyncdao.eth,zksyncdao,1,zksync,False,1662084254,146,4918,3749053,0.8649080681931959,True
80,frax.eth,Frax,252,veFXS,False,1608791803,510,4626,3753679,0.8659752882947687,True
81,moonbeam-foundation.eth,Moonbeam Foundation,1284,GLMR,False,1669658098,12,4613,3758292,0.8670395092909976,True
82,dunjia.eth,ConstitutionDAO,1,PEOPLE,False,1637383574,160,4585,3762877,0.8680972706757168,True
83,ilvgov.eth,Illuvinati Governance,1,ILV-NFT,False,1616458351,38,4552,3767429,0.8691474189468711,True
84,mutantsdao.eth,MutantCats DAO,1,MUTCATS ,False,1633557305,130,4522,3771951,0.8701906462056934,True
85,daocity.eth,CityDAO,1,CITIZEN,False,1630264720,68,4396,3776347,0.8712048052127219,True
86,maturka.eth,9K DAO,1,VOTE,False,1680925676,626,4383,3780730,0.8722159651144067,True
87,spookyswap.eth,SpookySwap,250,SpookyVotes,False,1620110953,97,4240,3784970,0.8731941348573095,True
88,mocana.eth,Moca DAO,1,MOCA,False,1678804318,225,4226,3789196,0.8741690747944575,True
89,bancornetwork.eth,Bancor,1,vBNT,False,1615913137,560,4192,3793388,0.8751361709176293,True
90,shutterdao0x36.eth,Shutter DAO 0x36,1,SHU,False,1705835795,61,4180,3797568,0.8761004986358685,True
91,rarible.eth,Rarible Protocol DAO,1,RARI,False,1621619131,138,4131,3801699,0.8770535220339656,True
92,ybaby.eth,yearn (old),1,YFI,False,1616603492,13,4097,3805796,0.8779987016180866,True
93,devdao.eth,Developer DAO,1,CODE,False,1634683272,47,3613,3809409,0.8788322222032535,True
94,ideamarket.eth,Ideamarket,42161,IMO,False,1643782102,13,3609,3813018,0.8796648199867763,True
95,fuse.eth,Rari Capital DAO,1,TRIBE,False,1642380399,317,3555,3816573,0.8804849599481016,True
96,hashflowdao.eth,Hashflow,1,veHFT,False,1651238147,30,3505,3820078,0.8812935648888739,True
97,chaingptai.eth,ChainGPT AI,56,CGPT,False,1683253808,38,3438,3823516,0.882086712902105,True
98,gm365.eth,gm DAO,1,ETH,False,1657971451,731,3359,3826875,0.8828616355828622,True
99,jadeprotocol.eth,Jade Protocol DAO,42161,sJADE,False,1638493423,22,3348,3830223,0.8836340205590978,True
100,01meta.eth,Polygon DAO,137,Matic,False,1646444024,67,3323,3833546,0.8844006380250569,True
101,phi-voting.eth,PHI,137,PhiVotePoint,False,1685364777,11,3229,3836775,0.885145569652376,True
102,dodobird.eth,DODO,137,DODO,False,1606708319,23,3229,3840004,0.8858905012796952,True
103,dforcenet.eth,dForce,1,DF,False,1641888985,93,3213,3843217,0.8866317417004373,True
104,decentralgames.eth,Bag.win,1,BAG,False,1607046538,310,3193,3846410,0.8873683681129583,True
105,castlekidvault.eth,Castle Kid DAO Vault,1,CK,False,1643154414,16,3128,3849538,0.8880899989987602,True
106,deri.eth,Deri Protocol,1,DERI,False,1645522675,16,3113,3852651,0.8888081693783962,True
107,revolutiondao-rld.eth,RevolutionDao,56,NFT,False,1657258734,25,3034,3855685,0.8895081144255583,True
108,shiba-swap.eth,Shiba Inu Ecosystem,1,SHIB OR tBONE,False,1627582245,53,2894,3858579,0.8901757614151717,True
109,index-coop.eth,Index Coop,1,INDEX,False,1622134145,1449,2815,3861394,0.8908251830723112,True
110,biswap-org.eth,Biswap,56,vBSW,False,1628520512,24,2747,3864141,0.8914589171014985,True
111,qqgame.eth,POAP,100,STAKE,False,1636883455,135,2701,3866842,0.892082038911777,True
112,chaingov.eth,Onyx XCN DAO,1,XCN,False,1643333793,52,2682,3869524,0.8927007774142453,True
113,diadao.eth,DIA,1,DIA,False,1612364767,103,2681,3872205,0.8933192852163024,True
114,hectordao.eth,Hector Network,250,HEC,False,1636393772,73,2642,3874847,0.8939287957023282,True
115,kuiqian.eth,KuiQian亏钱俱乐部,1,KUI,False,1656761393,21,2545,3877392,0.8945159282484809,True
116,alchemixstakers.eth,Alchemix,59144,ALCX,False,1614574749,140,2540,3879932,0.8951019072925784,True
117,jbdao.eth,JuiceboxDAO,1,JBX,False,1629050576,415,2532,3882464,0.8956860407333874,True
118,tomoondao.eth,MoonDAO,1,vMOONEY,False,1643040403,191,2481,3884945,0.8962584084532322,True
119,flygame.eth,dappback,1,eth,False,1653114372,139,2443,3887388,0.8968220095574566,True
120,masknetwork.eth,MASK,1,MASK,False,1619411012,14,2405,3889793,0.8973768440460608,True
121,deskvoting.eth,DESK,137,DESK,False,1651865360,40,2393,3892186,0.8979289101297321,True
122,metfi.io,MetFi DAO,56,METFI,False,1654029357,90,2389,3894575,0.8984800534117592,True
123,pyme.eth,PymeDAO,1,PYME,False,1688299754,10,2274,3896849,0.8990046661465141,True
124,friendswithbenefits.eth,Friends With Benefits,1,FWB,False,1609918779,89,2184,3899033,0.8995085158442735,True
125,dogamoni.eth,ZKSYNC,1,VOTE,False,1680023976,295,2137,3901170,0.900001522622713,True
126,myceliumgrowth.eth,Mycelium Growth,100,SHRM,False,1619193313,23,2114,3903284,0.9004892232916981,True
127,rbn.eth,Aevo,1,AEVO,False,1621872225,38,2100,3905384,0.9009736941549282,True
128,nftfinance.eth,DAO-Fi,1,NFTF,False,1637477612,71,2094,3907478,0.901456780815692,True
129,promdao.eth,Prom,56,PROM,False,1657226930,34,2061,3909539,0.9019322543628908,True
130,0xgov.eth,0x Protocol,1,ZRX,False,1626293383,27,2043,3911582,0.9024035753026904,True
131,listavote.eth,ListaDao,56,veLISTA,False,1721206604,23,2022,3913604,0.9028700515338578,True
132,kuwaoracle.eth,Kuwa Oracle,1,KUWA,False,1670758618,245,2007,3915611,0.9033330672588592,True
133,loopringdao.eth,Loopring,1,LRC,False,1658501218,14,2000,3917611,0.9037944680809832,True
134,dao.amkt.eth,AMKT DAO,1,AMKT,False,1663717489,18,1977,3919588,0.9042505627936528,True
135,fei.eth,Fei,1,TRIBE,False,1617307126,137,1972,3921560,0.9047055040042671,True
136,thegooddao.eth,GoodDollar DAO,1,GOOD,False,1637792344,22,1945,3923505,0.9051542163037826,True
137,abracadabrabymerlinthemagician.eth,Magic Internet Money,1,SPELL,False,1632419675,96,1944,3925449,0.9056026979028872,True
138,kuiclub.eth,Kui Club,1,KuiClub,False,1661175573,12,1931,3927380,0.9060481803966478,True
139,alexec.eth,AlexDAO,56,PEOPLE,False,1638281359,402,1920,3929300,0.9064911251858868,True
140,ctcswap.eth,zksync社区dao,1,celr,False,1647923128,19,1897,3931197,0.9069287638656715,True
141,iotex.eth,IoTeX Network,4689,IOTX,False,1622384667,17,1896,3933093,0.907366171845045,True
142,anglegovernance.eth,Angle Protocol,1,ANGLE,False,1635260243,147,1879,3934972,0.9077996579174304,True
143,yam.eth,Yam,1,YAM,False,1607212711,215,1851,3936823,0.9082266843783062,True
144,o3dao.eth,O3Labs,56,O3,False,1659510135,11,1843,3938666,0.9086518652358935,True
145,astardegens.eth,Astar Degens DAO,592,DEGEN,False,1645445714,23,1835,3940501,0.9090752004901922,True
146,huwacoin.eth,HUWA-DAO,56,HUWA,False,1626953106,635,1825,3942326,0.9094962287403804,True
147,defjnite.eth,Black Hole ,1,DFT,True,1689496159,99,1824,3944150,0.9099170262901575,True
148,2021eth.eth,2021eth,1,USDT,False,1636522783,364,1809,3945959,0.9103343633337686,True
149,abcdcba.eth,matic,1,vote,False,1654605373,462,1787,3947746,0.9107466249683364,True
150,staderdao.eth,Stader,1,SD,False,1667480869,28,1744,3949490,0.9111489664852285,True
151,opiumprotocol.eth,Opium Network,1,OPIUM,False,1612263491,87,1733,3951223,0.911548770297599,True
152,8848labs.eth,L2 Labs,42161,$arb,False,1657621086,39,1729,3952952,0.9119476513083251,True
153,gbc-nft.eth,GMX Blueberry Club,42161,GBC,False,1639003025,11,1727,3954679,0.9123460709182292,True
154,daovoice.eth,DAOVoice,1,ETH,False,1639200318,22,1696,3956375,0.9127373388153903,True
155,14cat.eth,MATIC Test Space,137,MATIC,False,1640526546,522,1682,3958057,0.9131253769067966,True
156,dappradar.eth,DappRadar,1,RADAR,False,1638368872,33,1676,3959733,0.9135120307957365,True
157,rss3.eth,RSS3,1,RSS3,False,1645068404,10,1667,3961400,0.9138966083809769,True
158,derify.eth,Derify Protocol,56,eDRF,False,1651744639,40,1647,3963047,0.9142765719579959,True
159,vote.airswap.eth,AirSwap,1,sAST,False,1611848126,138,1638,3964685,0.9146544592313155,True
160,691800.eth,arbitrum,1,VOTE,False,1665901713,74,1633,3966318,0.9150311930025797,True
161,ilv.eth,Illuvinati Council,1,vILV,False,1612502324,18,1603,3967921,0.9154010057615121,True
162,piedao.eth,PieDAO,1,veDOUGH,False,1633099255,112,1586,3969507,0.9157668966134563,True
163,sharkdao.eth,SharkDAO,1,SHARK,False,1628552490,846,1575,3971082,0.916130249760879,True
164,vote.vitadao.eth,VitaDAO,1,VITA,False,1640744276,129,1544,3972626,0.9164864511955587,True
165,acrossprotocol.eth,Across DAO,1,ACX,False,1669154034,88,1540,3974166,0.9168417298285942,True
166,fantomecosystem.eth,Fantom,250,FTM,False,1633947039,249,1540,3975706,0.9171970084616297,True
167,stakedao.eth,Stake DAO,1,veSDT,False,1611423476,129,1516,3977222,0.9175467502847997,True
168,lgcryptounicorns.eth,Crypto Unicorns,42161,sCU,False,1649271076,67,1490,3978712,0.9178904938972821,True
169,equilibriafi.eth,Equilibria Finance,42161,vlEQB,False,1685951444,114,1473,3980185,0.9182303156027763,True
170,eulerdao.eth,Euler,1,EUL,False,1656532948,63,1444,3981629,0.9185634469963498,True
171,xmyzz.eth,Universe Dao,56,"uni,ifly",False,1679386850,11,1435,3983064,0.9188945020862238,True
172,officialoceandao.eth,OceanDAO,1,OCEAN,False,1616189855,151,1420,3984484,0.9192220966699318,True
173,vote-perp.eth,Perpetual Protocol,10,PERP,False,1610093848,40,1403,3985887,0.9195457693466518,True
174,mantra-dao.eth,MANTRA,1,OM,False,1625107526,44,1378,3987265,0.9198636745130953,True
175,zkware.eth,zkspace,1,DAO,False,1663166236,39,1355,3988620,0.9201762735700842,True
176,apollodao.eth,WEALTHDAO,56,3Body,False,1633772698,639,1330,3989950,0.9204831051167967,True
177,zys888.eth,MATIC 2021,137,MATIC,False,1637933137,496,1320,3991270,0.9207876296593985,True
178,0xmetamask.eth,0xMetaMaskDAO,1,ETH,False,1637393365,131,1303,3992573,0.9210882322950124,True
179,morpho.eth,Morpho,1,MORPHO,False,1656953743,132,1289,3993862,0.9213856051248712,True
180,golflinks.eth,LinksDAO,1,LINKSDAO,False,1641786463,24,1286,3995148,0.921682285853497,True
181,cream-finance.eth,Cream Finance,1,iceCREAM,False,1610625936,112,1283,3996431,0.9219782744808894,True
182,nftearthl2.eth,NFTEarth,137,NFTE,False,1673917095,23,1262,3997693,0.9222694183996497,True
183,babydogevote.eth,Baby Doge,56,BabyDoge,False,1653247304,56,1250,3998943,0.9225577939134771,True
184,theheaddao.eth,Head Dao,1,HEAD,False,1634574485,220,1244,4000187,0.9228447852248383,True
185,zwei02.eth,zwei,137,MATIC,False,1637927332,172,1224,4001411,0.9231271625279782,True
186,bullsontheblock.eth,Bulls on the Block,1,BOTB,False,1629041643,154,1201,4002612,0.9234042337216637,True
187,moonwell-governance.eth,Moonwell Governance,8453,WELL,False,1659493797,66,1200,4003812,0.9236810742149381,True
188,insuretoken.eth,inSure DeFi,1,SURE,False,1615157282,112,1193,4005005,0.923956299805335,True
189,streamr.eth,Streamr,1,DATA,False,1622477558,32,1186,4006191,0.9242299104928545,True
190,tokenlon.eth,Tokenlon,1,LON,False,1614475514,47,1185,4007376,0.9245032904799629,True
191,rocketpool-dao.eth,Rocket Pool,1,Vote,False,1648777787,62,1166,4008542,0.9247722871592613,True
192,zlexdl.eth,zlexdl.eth,1,VOTE,False,1690012175,173,1160,4009702,0.9250398996360931,True
193,livelabs.eth,SecondLive,56,VP,False,1647315917,95,1159,4010861,0.9253072814125141,True
194,optimismio.eth,Ar,1,ETH,False,1637483865,42,1150,4012011,0.9255725868852354,True
195,alchemistcoin.eth,Alchemist,1,⚗️,False,1613046391,21,1146,4013157,0.9258369695563123,True
196,lifedog.eth,LifeDogCoin,1,LFDOG,False,1733485170,11,1132,4014289,0.9260981224216346,True
197,eth6888.eth,lovebnbdao,56,BNB,False,1640316581,568,1124,4015413,0.9263574296836682,True
198,vapornodes.eth,VaporFi Labs,43114,VNODE,True,1640475087,40,1121,4016534,0.9266160448444687,True
199,zirouziyu.eth,USDC-Matic,137,USDC,False,1637633563,391,1117,4017651,0.926873737203625,True
200,bioxyz.eth,BIO,1,BIO,False,1678806064,32,1116,4018767,0.9271311988623702,True
201,•8099.eth,MaticDAO,137,MATIC,False,1675101132,455,1100,4019867,0.9273849693145383,True
202,opencampusdao.eth,Open Campus DAO,56,EDU,False,1683859730,15,1093,4020960,0.9276371248638291,True
203,kwenta.eth,Kwenta,10,KCNFT,False,1637004043,132,1090,4022050,0.9278885883118867,True
204,pangolindex.eth,Pangolin,43114,PNG,False,1615476492,42,1087,4023137,0.9281393596587111,True
205,glmrapes.eth,GLMR APES,1284,GLMA,False,1643140551,194,1085,4024222,0.9283896696047133,True
206,poolpool.pooltogether.eth,Pool Pool,1,PPOOL,False,1615495470,65,1083,4025305,0.9286395181498934,True
207,spartacusdao.eth,Spartacus DAO,250,sSPA,False,1636037537,21,1082,4026387,0.9288891359946625,True
208,aurafinance.eth,Aura Finance,1,vlAURA,False,1655212412,882,1062,4027449,0.9291341398312104,True
209,kopio.eth,Matic Voters,137,MATIC,False,1637662264,73,1058,4028507,0.929378220866114,True
210,yequ.eth,夜曲,1,ETH,False,1663727275,451,1057,4029564,0.9296220712006065,True
211,nation3.eth,Nation3 DAO,1,PASS3,False,1647111687,78,1048,4030612,0.9298638452313994,True
212,grayboys.eth,The Mothership DAO (Gray Boys),1,GRAY,False,1639797397,99,1045,4031657,0.9301049271609592,True
213,zerozero.eth,zerozero DAO,1,00,False,1659369244,13,1043,4032700,0.9303455476896969,True
214,polymon.eth,Protocol Monster Labs,1,Points,False,1637313467,14,1040,4033740,0.9305854761172013,True
215,supported.eth,polygon Maitc,137,MATIC,False,1639299667,46,1035,4034775,0.9308242510426505,True
216,instadapp-gov.eth,Instadapp,1,INST,False,1625110260,18,1026,4035801,0.9310609496644001,True
217,gmdao.eth,gmdao,1,gmDAO,False,1638378214,97,1024,4036825,0.9312971868853276,True
218,stp.eth,AWE Network,8453,AWE,False,1717992763,13,1023,4037848,0.9315331934058441,True
219,koba777.eth,ArbitrumPRO,42161,aPRO,False,1652005990,154,992,4038840,0.9317620482136175,True
